country,year,region1,shock,min_year
Argentina,1980,32050,2501.860199280083,1980
Argentina,1980,32094,1127.804326482117,1980
Argentina,1980,32018,1268.52646604646,1980
Argentina,1980,32058,1364.224091865122,1980
Argentina,1980,32062,2056.189942717552,1980
Argentina,1980,32022,1709.002962827682,1980
Argentina,1980,32082,2986.92589700222,1980
Argentina,1980,32030,1965.319736689329,1980
Argentina,1980,32006,3231.908214211464,1980
Argentina,1980,32038,1914.087966173887,1980
Argentina,1980,32090,1683.54850924015,1980
Argentina,1980,32066,1849.076496958733,1980
Argentina,1980,32026,2133.708684459329,1980
Argentina,1980,32042,2050.573972851038,1980
Argentina,1980,32034,1373.682654347271,1980
Argentina,1980,32010,1400.4463788867,1980
Argentina,1980,32070,1865.596365749836,1980
Argentina,1980,32002,2806.219959169626,1980
Argentina,1980,32086,1575.529510319233,1980
Argentina,1980,32078,1633.520895004272,1980
Argentina,1980,32054,1499.209758359939,1980
Argentina,1980,32074,1871.795376613736,1980
Argentina,1980,32046,1520.351061392576,1980
Argentina,1980,32014,2282.59733915329,1980
Benin,1992,204006,36572.16535872221,1992
Benin,1992,204008,1127.321934819221,1992
Benin,1992,204001,19956.71929317713,1992
Benin,1992,204011,19432.63674283028,1992
Benin,1992,204004,16342.98292821646,1992
Benin,1992,204010,8292.714046061039,1992
Benin,1992,204003,16153.92034971714,1992
Benin,1992,204005,27106.76294153929,1992
Benin,1992,204012,19736.61265540123,1992
Benin,1992,204002,29015.84914472699,1992
Benin,1992,204007,17228.00209718943,1992
Benin,1992,204009,23355.18192833662,1992
Bolivia,1992,68004,3982.55708116293,1992
Bolivia,1992,68009,10822.07795727253,1992
Bolivia,1992,68007,7040.24279319495,1992
Bolivia,1992,68003,9228.550552926958,1992
Bolivia,1992,68002,6896.432695157826,1992
Bolivia,1992,68001,14398.15298753977,1992
Bolivia,1992,68006,8554.384872056544,1992
Bolivia,1992,68008,5466.789907488972,1992
Bolivia,1992,68005,11715.85334540531,1992
Botswana,1981,72091,1307.600297927856,1981
Botswana,1981,72040,643.4421863555908,1981
